predictor_1,predictor_2,predictor_3,predictor_4,answer_c1s2,answer_c1s4,answer_c2s2,answer_c2s4,answer_c3s2,answer_c3s3,answer_c4s3,answer_c4s4
13704,15504,13914,15063,11306.177969989307,4199.106028101077,2965.4679240983205,4276.031248348917,1231.2619774238142,3991.6754558734924,9922.357869478887,6589.311997740448
17236,13464,14322,14272,9831.04477213373,2618.332326071819,2583.9086227791713,4912.005235829109,1049.1367987689941,4108.269907956305,10213.704750896555,6742.7131462520565
14539,15318,14809,16717,11237.579253284592,4630.349378675609,2931.5891175798347,5050.1346376277925,1149.8839753874327,4246.361689762786,10562.620715433955,7046.6427695089005
17270,12054,13534,14204,8744.954599410477,2721.579700105058,2311.394081641342,4714.470052940736,998.3137798601504,3885.945084724851,9648.081329040697,6774.249325089465
14638,12221,17854,13806,9155.22209847717,4636.03835604145,2403.722046207462,4701.02550764712,661.7708929036659,5116.03251827679,12737.960602255314,4468.573615995499
12835,14358,16009,15394,10626.33424818642,5350.485538207129,2782.00790470087,4473.890076204276,949.253806309004,4590.367334503953,11418.639586619174,5571.537640051595
12915,14076,15913,13926,10409.806406366177,4696.379687152363,2734.5900861926184,4078.4174758017225,929.3108044531614,4562.821091219759,11350.151012239061,5147.692944495786
15645,13269,15862,14807,9799.14079299165,3953.712633372625,2569.793789300702,4934.895760734878,901.7700182624361,4548.155133745794,11313.89981921381,5920.953696715599
12947,17304,15964,14472,12822.248732415366,4530.27713018882,3341.2394200765852,4277.738162153486,1139.379941744834,4572.347793138377,11391.54246426023,5654.429279098368
15603,14221,14821,15732,10426.732075931046,3904.3027184099387,2729.220787265087,5030.29387258838,1065.5218977585064,4250.742973160996,10570.257319940807,6802.2634146897635
14565,14499,17013,13702,10807.132503078126,4134.69879302321,2828.142377440232,4566.548171142687,864.5403802909811,4873.776386446767,12139.270626080472,5002.349637583426
14595,14755,15681,14812,10892.597369183914,4198.951263310393,2850.605111109413,4673.827144802455,1012.4414581325968,4494.9313045126955,11186.07289476447,5939.904524394788
11538,13816,17568,15914,10342.249852238361,6614.3183212996555,2701.3782997934077,4549.16978382173,771.9789955868572,5035.253692765333,12532.777354603924,4757.866666334651
15544,14242,14720,14586,10435.992792581275,3536.075611202792,2739.059699875348,4668.298439768573,1066.7957035782613,4221.57162513451,10498.419000676258,6385.829098148324
15545,15696,14497,12825,11493.885453498599,2726.4056094223665,3018.5576464814844,4146.368052532613,1183.349262219004,4154.7753623015315,10342.157807411651,5950.7903247345985
16662,11289,13662,16385,8192.57111711283,3814.598454596499,2160.151896541485,5221.093685521991,935.5516559557703,3925.377251979932,9736.630706522177,7352.863361108781
15534,14718,15026,13884,10812.299390425705,3298.285984923329,2836.851852999933,4523.827746596802,1069.261208109339,4307.566303186888,10718.41049142199,6064.323719909229
13222,16356,15505,14882,12072.739453469538,4591.295725148323,3152.292414645853,4365.870222310721,1130.248078634884,4443.276519137773,11061.688542656331,5919.892320115283
12955,18650,15649,14300,13797.737902705094,4195.523256481793,3589.1836233098347,4205.170329665583,1262.4195239368544,4480.372488231026,11168.412713514841,5890.916242242994
15079,15884,14173,13883,11605.401537630749,3170.064046387629,3043.3915040493184,4299.12067070456,1235.2828257785436,4063.122328047706,10109.871293972517,6412.414236921264
17497,12400,14140,13903,9037.519591543762,2559.6462358787494,2384.0059371610887,4795.931121798521,978.9735195561772,4057.748858507841,10082.227932371155,6553.583386235469
15108,13266,16898,13794,9873.03228306944,4068.8388472294137,2590.1622594841488,4676.392054377704,804.6173952849082,4842.639260923198,12055.457210338944,5050.3342846036585
13586,15286,15680,14558,11290.411196149522,4488.1642722200195,2954.8773998562183,4375.324399449183,1040.1848992805076,4494.444469520713,11185.55964396356,5693.213083415702
16366,13529,15298,15990,9949.000004412563,3786.545509734084,2601.199349149534,5385.494787862452,978.3451050509034,4387.247199042732,10910.780761331782,6821.793174909881
12115,15552,17722,15634,11662.518321593885,6100.165870824207,3034.524868913259,4644.296755022786,853.8103085435771,5075.985995513086,12645.971246761435,4887.089245665118
15257,17024,14465,14016,12470.752126020161,2971.8843236191233,3258.9547363397055,4458.291278259194,1294.1546104373033,4144.268050490247,10320.719307386804,6584.299495738086
14674,15183,14992,14805,11154.802318483893,3939.590120972297,2920.5888585785724,4584.68144419362,1108.0053421471896,4298.129712371923,10693.856674732548,6280.282369473522
18245,12772,14141,15015,9308.116327153035,2304.3164570823724,2443.296804539064,5368.779340650972,1019.2289111961101,4057.6950643195723,10083.307755157442,7335.21601600287
14617,14850,15901,13926,10981.46117486852,3897.002180492971,2876.9130986099153,4464.159120856126,991.7208065164508,4556.998773115002,11344.011716359008,5561.894630920687
18164,10628,13601,15786,7708.389514484363,2938.7738999124304,2034.8227788428912,5407.85317998376,886.8352388196643,3907.8645460033053,9693.165852869079,7457.991565202355
15568,12579,14136,17003,9166.823834940697,4483.394410249779,2406.5909771928173,5224.613712303829,1006.1002912253358,4059.093429049359,10076.862475251179,7294.224851078423
14085,14981,15854,14214,11076.382219681542,4215.524723356469,2900.7027354806114,4416.2006194182195,1003.6875095636021,4543.916237785208,11310.092955793996,5580.29694037017
12332,16480,13670,14546,12011.459130025632,4403.3299394609685,3149.2103572172164,3836.554805610338,1319.1161433078457,3921.676932704008,9748.41914263089,6307.602787598899
13326,16244,16449,12373,12073.659702500796,3799.7130379639443,3160.8284701528755,3839.8536101769937,1009.4500621071027,4710.916559291755,11738.094361174852,4730.548782962131
16872,15462,16664,11354,11496.276462350044,2022.8253260984677,3012.7839489830476,4416.840288316942,949.9597989281846,4770.516481426743,11893.428029874818,4915.636231691609
13288,15879,14688,13318,11651.791512552056,3860.2272200614398,3058.4113150479243,3835.806247923806,1167.6229861976842,4210.961105772746,10477.049667023022,5624.795057316027
15779,14740,14041,15597,10748.559921948892,3511.9976795331218,2815.231864408783,4909.042887849977,1176.3918931488067,4027.6410772859012,10013.38282046328,7182.595459483467
15734,15456,13782,14140,11256.278651216799,2925.6857677264165,2953.959646584095,4451.903735252537,1245.4226438217236,3952.0972903275497,9829.914770446157,6762.093913689442
15005,16128,14981,15189,11852.326947751153,3740.500187873775,3093.3960966444083,4796.9970860506855,1182.6302574385843,4293.228247686302,10687.740787773308,6659.240552650234
11206,15244,15123,15491,11220.635081438953,5693.094759976862,2938.518782096194,4035.0658024048726,1082.277005503532,4338.606773158208,10784.413211179724,5734.830483468436
16576,14550,14149,14405,10617.504179145682,2780.1763910446016,2785.953523843461,4781.034025969644,1146.5297912608046,4057.6857032067637,10091.306767011456,6844.694247775807
13033,13184,17654,16615,9869.445132274588,6418.8311976429195,2574.99553694252,5083.763677621631,739.6597270858723,5059.770061829247,12594.2244119634,5098.525574407295
15628,14734,12240,17059,10600.83389080688,3676.429911262166,2779.8626856706337,4959.488859173229,1353.733174853437,3515.0479236751553,8724.931836768736,8420.309736608742
14968,13346,15841,16056,9855.192522427029,4738.89170238216,2579.0460283460925,5117.523010795021,912.7819515099937,4542.916064238962,11298.113375762096,6201.198759662186
15778,15377,13479,15265,11171.668080525124,3183.4098020920164,2927.3168661856857,4729.186328558446,1278.0428470389031,3866.352302964374,9612.696743251085,7351.892690748713
15813,13590,15466,14982,10008.354234347966,3789.34201438026,2623.4596834425683,4968.004825909442,959.6191140193462,4434.943725940914,11031.08225883808,6227.340147178273
12687,13120,17120,16259,9783.102608153069,6253.592077772227,2558.4674892166927,4823.906385589909,779.7870372836034,4908.310415453774,12211.675826393908,5180.738517980672
13482,12997,15768,18244,9591.527439080384,6409.971045479694,2505.040396504178,5314.781296425116,899.7031902086459,4524.246791830791,11243.690760325851,6509.968993673023
14632,17025,14997,15708,12518.556103986884,3950.9530420146557,3258.879452755881,4872.535880974316,1247.1312267710862,4296.538185362522,10700.397679694768,6894.87527673019
14746,16632,13089,17155,12056.397731838553,4020.5708849740913,3144.3448759484972,4945.269934290509,1431.1084317481077,3754.114681027233,9335.000754885175,8194.158702488068
14810,13894,15956,16587,10271.439292942858,4968.455243398814,2681.0335499097464,5257.9490256830495,943.4388492955234,4574.911522996746,11381.105746218247,6367.243979361443
17785,15288,12476,13357,11025.77018533847,1491.5842753899612,2900.1811634871424,4480.717106559099,1361.6183886707283,3578.294151829733,8897.778566951385,7390.426174103775
15065,14673,15015,15380,10777.507703446965,4032.539258455825,2820.6206993140413,4836.561257899704,1075.8738862285022,4305.442668786323,10709.550332426381,6513.619386592273
17024,14586,15976,13054,10786.360342121458,2446.5799768325705,2825.285700173813,4845.102405866886,975.5122390968866,4576.9063162423445,11399.087191218045,5758.518239138956
12853,15349,10574,20437,10910.703057696923,5816.9295436496195,2856.292062166652,4926.415415719999,1583.6853423756597,3042.54162969895,7531.708838386036,9702.7582042039
13848,17477,15532,13503,12909.55108303321,3639.18651708941,3369.7963277533117,4157.27630364988,1197.004868063891,4448.127779018752,11083.770196550213,5700.043601311913
13114,15750,15517,15192,11622.76829581031,4849.264712179234,3037.208240817276,4419.352403628548,1089.45518278718,4447.899418950266,11069.09190582333,5921.714857220745
14856,16344,15784,13629,12084.253098381218,3429.9180330076856,3157.465518797621,4456.079068135438,1102.0317219039769,4520.992042501155,11262.924885955043,5744.462769093918
15350,16813,14105,14141,12282.68805161056,2934.934577170218,3212.515217030974,4448.089877596521,1317.9053283275493,4042.0921022357206,10062.924010764254,6756.226696269661
14988,13629,15111,13629,10013.93956357228,3634.416359746837,2636.340436606257,4311.356454881707,977.2502962248926,4333.732690343944,10777.25740392575,5680.065724897369
13157,16496,15732,15661,12195.784246138424,4970.775742965145,3177.7827982774634,4593.644568928716,1121.7799706827286,4507.793648438035,11224.116873604497,6095.139700092607
15563,15195,15480,14371,11201.583006147459,3445.929159692386,2929.721103159551,4771.507268210449,1064.389370072135,4436.1822389803565,11043.790901540277,6160.111840380274
13997,17522,14835,14477,12876.534177060352,3752.477682278735,3359.3796874204,4348.568654354673,1285.4853530394905,4249.869456643242,10585.074280185561,6371.136057821299
16669,15611,11825,15620,11204.96800878238,2439.9673748965065,2939.3165384161443,4758.93776533853,1466.8282575648843,3393.8704814131647,8431.10096553965,8407.543726385942
15244,17840,13834,12079,13018.98719833624,2229.6154393771244,3412.7151815695324,3802.525315531989,1408.2354408613478,3962.2889941855383,9871.701211788766,6056.033406808449
14272,14164,15984,16264,10475.967667082998,5081.960165702644,2736.132444503375,5036.9140747145575,953.7939486810586,4582.726221891827,11401.285860760458,6147.692147296654
13179,16796,14414,14847,12304.078804900797,4286.023592337845,3216.815993774462,4188.943903975525,1274.9454189131027,4132.155991363745,10281.849902465197,6370.402313921212
11070,15843,16302,15075,11766.371197229691,5818.492762753282,3072.103995069744,4070.2608994688594,1002.5455262088965,4672.72276796562,11629.400837425204,5179.813453990324
15562,14416,15096,15520,10592.406449619626,3880.3637209914064,2770.9333882377123,5013.899975836503,1053.912775220831,4328.622358877619,10767.37741116416,6631.167007458043
13715,15656,14084,14938,11432.290404541289,4164.997376636386,2997.095200716047,4271.06341121864,1225.5260637901783,4039.751840652658,10044.273499652805,6502.413871620762
10865,17538,16274,14216,13038.69960082085,5325.354037709,3396.0353279677793,3819.9429375126783,1105.1482447165843,4662.0140638601915,11612.129244512254,5065.627295934204
14618,14208,14178,15747,10370.085008333652,4266.131241980094,2721.3122275064093,4686.319299536433,1116.4297047377609,4068.524432405621,10109.474481899742,6794.454065381251
15984,14544,15449,12856,10716.348344983639,2869.5984004038796,2815.09142714888,4390.924310951542,1012.94331788638,4427.406423237242,11021.562596629781,5596.337640769874
15007,15663,14922,15026,11503.271760662763,3758.3873551246816,3006.7458563929786,4728.095957452717,1153.534344231497,4277.205890480662,10644.77367752823,6546.357854961638
11282,16832,14280,16756,12323.343906582611,5845.245868586775,3215.004098427616,4246.232466938771,1293.7509270276391,4096.24073641287,10183.765315417637,6661.83717961152
14304,15593,13542,15874,11337.652134490394,4110.987075664234,2969.7104950704643,4563.146482239928,1285.4128862405698,3885.3080838082383,9656.722525348785,7198.944296470174
15224,15375,12300,15278,11076.133739088193,3259.326818708201,2911.152628353301,4411.967611026989,1387.446193532301,3530.797315230803,8769.208857110374,7605.745977173687
14867,15528,12710,16677,11218.512704933419,3924.192104795978,2938.033203482081,4768.425138000607,1371.7303077368128,3648.1006337173576,9061.92273339121,7982.372533710269
16864,13804,12995,14980,9983.56353153379,2729.2146576673326,2626.983094870136,4792.064137920139,1193.3670265252733,3730.216993231321,9264.816425261055,7458.393380489706
15768,16200,13290,14402,11760.379836319296,2761.3513060973555,3082.35505676942,4467.7751198630785,1357.056850265499,3810.7568832309817,9479.294205458014,7170.200428872972
11508,16425,14620,15403,12054.161566770663,5297.419681445758,3151.6708805923126,4013.8947144089416,1219.1645097712087,4193.233011098646,10426.812812279557,6084.49388852701
15434,14342,12179,15913,10314.70791183599,3492.4959600263455,2714.808368711346,4598.470117374777,1312.3325753708782,3498.1951175911777,8680.806490808971,7822.994343434247
15429,16353,13401,15171,11881.31709377403,3145.6177179039023,3108.563691472561,4624.401824058307,1362.8971956469254,3842.64279511938,9558.422006455305,7396.200782987162
14910,13662,13054,17383,9883.179251615247,4524.485318191152,2594.3297840127652,5003.224362932187,1185.270555524358,3749.6886159981614,9304.29379116265,7852.74724595461
12457,15806,15492,14490,11665.80382323646,4823.132989070815,3052.755510620352,4093.4039315680375,1086.0310650408937,4441.060964814334,11050.964170824616,5572.763316671187
14540,14162,16485,13104,10514.2318912546,3845.2025270487215,2760.0636496327197,4283.85510958395,887.5442846528251,4723.823663318526,11761.226946809275,4971.801358982146
13939,14508,13293,15413,10524.622110891643,4224.117079989635,2768.4654509987176,4321.43022061876,1213.5079247768388,3816.491869314818,9476.574688250468,6871.932520077271
13050,15690,13534,14893,11414.395841969104,4312.4131463527465,2996.7281758635963,4045.1783869584824,1277.534495927002,3883.72039024757,9650.356879809417,6539.658153679175
14887,14942,14442,12793,10934.77554469354,3109.309701500769,2878.52666772636,3964.7680682959985,1127.4013830423353,4140.772312756822,10301.196975373783,5712.807748082996
15908,13579,15398,14697,9995.313738909677,3631.852490839736,2621.894987477129,4895.660324169015,963.0679009006654,4415.436019031311,10982.58621048434,6171.174704720266
13128,16217,11220,18712,11594.74460875917,5054.323788954543,3034.308776029408,4670.749371713968,1589.9597188259918,3224.268087649809,7995.688169464174,8977.63046297681
14298,16279,15695,15068,12028.203427936889,4202.564240950674,3136.426740126194,4707.568064462171,1114.2913310339532,4496.6168517231545,11198.296507660842,6160.854226332556
14709,16116,14738,12383,11827.553653912672,2943.403174016583,3105.9268050910223,3875.4308261767583,1181.762045620919,4223.096592353741,10514.834900209462,5557.261676343394
11760,17415,14440,15582,12770.116479284074,5113.611798610014,3331.7379092591063,4085.1794308291837,1314.0377617560732,4140.0245764334395,10299.989931077649,6381.554475313965
12868,16376,16154,16319,12143.299582588483,5512.115152006615,3159.0353211062165,4763.359077629071,1072.9289454274153,4628.311366706512,11525.548878633344,6045.624002558106
15942,16504,14573,12850,12095.806851102685,2410.8841931725583,3169.2157921167,4289.706482273368,1239.032323517777,4174.870976147241,10398.065291770394,6154.011482864193
13917,19417,13840,13786,14183.731786145661,3058.156615890978,3698.2417719052246,4017.258190546615,1533.5412945404864,3963.1467021714343,9876.883774329946,6701.592749967953
13850,15668,15407,17094,11547.961104592981,5237.694905593674,3006.208703803627,5082.976814343498,1114.522608761327,4416.381360836543,10990.539753236235,6786.021438848683
11704,15549,17438,15407,11637.821727868622,6083.90055464952,3031.6320520212885,4447.770784469978,877.7338110483356,4995.539589674735,12442.51737553161,4876.929504221525
13952,14943,16396,14003,11092.022089330247,4321.693946116532,2903.162667902666,4412.067035633699,947.555208332519,4698.135300733986,11697.88940481751,5268.474498761503
12980,16442,15318,14655,12121.814072267165,4552.630190727632,3167.305608182839,4225.681680437927,1152.0571196661883,4390.093479113203,10927.890538821815,5872.051759105114
12593,16275,16693,14754,12117.745025240141,5123.808680646335,3158.7952721211122,4372.107192255585,996.9222364532328,4781.746814033973,11911.228574830335,5255.539003003108
11864,20073,14368,12600,14738.109382609224,3583.6286504887807,3842.086570857272,3370.788751226457,1497.6752349220242,4114.045484498649,10254.014924543304,5642.458815882688
17658,14170,14604,11735,10373.934616926548,1709.0957405918866,2734.1403264139376,4283.379255999733,1062.4412274908063,4185.497339513862,10418.332671960836,5743.947031684418
14581,16302,15120,12296,11998.394577154093,3008.3517412646615,3147.848852327476,3884.96434226276,1155.109441556568,4331.616515683814,10788.309130187852,5395.541187010916
12561,13176,15786,17427,9728.154246458653,6455.832626612572,2545.8944431428035,4895.026162873016,902.725446007438,4529.6937242078675,11256.217783190321,6075.493085202279
14237,15504,14638,16601,11361.816477822282,4674.394595257771,2965.5921327762217,4915.249341267824,1177.1258038486988,4197.607256191028,10440.373879306997,7016.261814839508
13020,18204,11713,16199,13089.044876514123,4040.988644452002,3421.4519331802967,4117.721695320013,1695.0192098808493,3360.6816739238293,8352.24462361455,8034.30970789245
10565,16631,14007,16990,12154.369016591394,6184.788584505692,3173.317610661448,4116.6326417690625,1304.3925771615393,4019.8434684096387,9987.205306890559,6669.143010353778
15220,13938,14304,13936,10182.044809836123,3443.673713889851,2681.173044003024,4331.759709693261,1073.4462533134542,4103.532356731045,10200.467100383099,6162.860803994831
14190,16743,15395,16270,12345.560681697732,4542.622963014956,3210.8383047703246,4973.383256308367,1186.166722027814,4410.675256517134,10984.202939098665,6767.448870823835
14837,12471,13668,16742,9057.505871293924,4658.9814861227505,2384.5773491727546,4908.429705978593,1029.598628679002,3926.5583502395957,9741.4377160095,7177.09207622793
14924,15000,13662,14238,10913.691571259948,3397.6810926873686,2869.334304519111,4270.041260468078,1215.8875916830948,3919.352743020482,9742.678634553331,6572.728102281469
14904,15538,13301,14637,11278.37953598081,3379.951541394922,2961.4492790821905,4326.987922342012,1297.543776600158,3815.815323644685,9485.231491103645,6931.164675509258
13052,13545,14965,15682,9942.915710616158,5206.475936061748,2612.1932314834066,4438.717810575197,988.258447983876,4294.820244507408,10670.113451984738,6033.865469377571
13755,14916,15162,17401,10969.737871721754,5464.50555577693,2860.5246551575074,5085.646924534356,1086.3294346366629,4348.202640467039,10813.739160031702,6856.343419979016
13504,16632,14714,16445,12204.670126140567,4828.042805976881,3180.478204906488,4721.179638090059,1246.9098328147118,4217.764231361136,10496.192115758779,6895.737410298555
15887,13680,15070,12999,10047.834297016854,3024.6653233783686,2646.5992818006707,4320.4904941393615,985.5289184968044,4320.9927467401685,10748.982727813931,5651.17334606482
15048,15299,13510,15716,11117.867383479223,3729.961852200144,2913.1956374428128,4682.4772248527415,1267.9121692661731,3876.0425715899837,9633.995169211586,7306.015223611052
13409,16524,14698,13388,12129.764251092667,3756.846456176682,3178.727748067221,3889.2379946786377,1214.9867729578918,4212.690199266288,10485.306883993004,5743.611750947948
16198,13687,12001,18234,9820.913406246676,3850.0371681446663,2574.700735936376,5356.0854890869305,1291.8698121196783,3448.6400041519128,8552.319062306306,9024.801858901603
13905,16206,14572,15092,11878.374756748268,4162.068048910631,3105.88551049086,4431.082283712136,1221.7394146944105,4177.5656663133805,10394.425414276344,6496.582239439966
15762,14755,15821,13941,10901.765721044234,3348.61104923193,2854.066287197141,4744.1756645936475,1000.0484972454246,4533.650018048946,11287.348708699392,5854.182598300029
14983,13520,15107,16056,9930.688705100103,4522.815419404717,2602.1706213952,4998.84718240216,987.9617191929545,4333.866574914027,10773.124575862857,6535.919062251206
14643,15050,16790,13893,11202.221660315727,4041.104675969807,2927.9882833825714,4619.683363772019,920.3261325860224,4809.540197450284,11980.465053366635,5233.70580625472
17300,15540,13533,12880,11296.228255485465,1737.5241251174734,2968.065759959769,4418.165191262666,1276.2459009068025,3879.2401507225313,9653.742326095062,6730.1270617714135
15470,14238,14968,15340,10451.237545963912,3872.014846703586,2737.3626773063907,4910.239640237961,1049.7438990311248,4292.511861658626,10675.48622430233,6560.813650243184
11984,15808,14235,16246,11560.377912757533,5439.545198771367,3024.799559253138,4263.030182970062,1221.7696973809925,4084.4921316672844,10150.511150952292,6540.85613759478
12663,18903,12622,14393,13694.178810361293,3687.2512276346633,3578.9229981781955,3736.3591269323124,1631.9964721278964,3618.4847973314954,9003.561144093506,6978.447681583891
14762,15937,14385,13400,11663.908070544092,3198.31528026094,3060.5313151489254,4124.559171733236,1212.1830852945284,4123.410954862904,10261.564735775268,6074.136526422688
15984,13701,13305,18160,9926.845004043624,4242.173736507389,2595.504146146138,5519.276965159923,1179.08245440368,3820.332740165891,9484.710751802959,8409.244249179552
15986,15340,14076,14318,11194.030759167763,2915.4408513900744,2934.7528819831086,4613.914779577262,1211.8931675766771,4035.935211183608,10040.06783294199,6789.366126047469
14756,14808,13826,15831,10783.404092232853,4057.683048644731,2827.0772682624006,4691.0184270788695,1197.4456195803432,3967.1777965602723,9858.838390391207,7080.75675792755
14944,12996,13283,16234,9415.480583795063,4262.8669230798705,2480.0922376538897,4740.497758449374,1100.4545962641491,3815.724803437087,9467.317192704464,7232.026655191782
12532,17196,14656,14632,12625.513180175825,4484.518133767513,3298.380020248789,4036.167039631495,1272.2056376200455,4200.88146456477,10455.12537745145,6108.639310971981
14699,16224,14090,15540,11847.089198893449,3815.4796629855696,3096.021215162017,4662.364701101598,1281.3891335428593,4039.779032323637,10050.246484262669,7064.821155066675
11725,14324,17739,15080,10738.414801830479,6129.33619649648,2804.5321209157473,4403.53581995916,779.856069573629,5082.700057684906,12656.33759969303,4554.95147298106
12261,17899,14179,15394,13101.90390208792,4694.376187952619,3417.071345968826,4105.865334253542,1380.9325459433521,4064.325157798127,10114.688498857075,6588.918915284007
15383,13773,14290,15006,10057.898496178279,3733.959440292906,2643.552598426725,4669.521351212461,1071.3039516325111,4100.255693100078,10189.743706534297,6601.602426688254
11991,14892,15293,15842,10969.152512086435,5641.010899865444,2871.678250502958,4309.004287000885,1049.1163545581212,4386.852763766721,10906.140636989887,5887.504345675378
14393,12572,15042,17394,9224.789973933835,5458.870352285322,2417.9211537882065,5194.888220095283,928.472604113681,4317.811061367551,10724.101532693792,6737.629787203783
14740,15901,14760,13293,11668.912142435001,3247.924183601365,3060.453387163482,4146.920025569641,1171.1909452368207,4230.200019688924,10529.759190461862,5894.540472031158
13692,16247,11721,15912,11664.798391871514,3940.0435723886385,3063.0804396172275,4182.47489888211,1519.3277480625363,3365.8214188288784,8355.085708512703,7800.22581920614
15588,14313,13952,14544,10429.91322690654,3340.789594843451,2741.7820595985654,4539.187913800249,1140.8396633643226,4002.731840065355,9949.274957142246,6666.426736338556
15089,15028,12862,14544,10870.087083029439,3266.625632741607,2860.4044111653507,4267.995443670688,1296.6026385802036,3691.3797623522705,9170.677739332783,7012.817574011727
14263,15691,18532,13185,11831.040754308286,4255.617239560512,3082.163559836399,4652.87972434207,774.2705767984852,5304.100745346196,13227.81270974736,4287.179380866472
17085,13654,12971,15120,9871.982825615607,2667.6173804771133,2597.1226818484774,4879.880637121899,1184.842750400786,3723.5519329405934,9247.483486170302,7572.091900980211
15474,13796,16091,15110,10208.29879037865,4115.658378429544,2670.9183211110812,5035.716262667536,918.578354365175,4612.655220696404,11478.397282579497,5963.547991403359
12913,15015,17734,14553,11256.632227198086,5327.51899868199,2936.5131914060557,4539.1844021507495,821.5266737777772,5079.333874771582,12654.645006954495,4688.613996698936
13894,17500,13673,16102,12750.605474938951,4112.458509547191,3324.777209527738,4568.147767397477,1424.5853886967996,3919.4875085670374,9753.575694394873,7417.607379410019
15894,16540,12648,13668,11955.265025174604,2355.2612383210435,3139.126592850962,4187.441640235011,1445.295397321134,3626.748547046125,9021.290601430186,7129.659591619992
14519,13952,12095,18040,10022.682501262043,4681.942332508624,2632.461465281084,4935.661750151463,1297.5405693197283,3476.405924579818,8618.545881368915,8418.291576543917
14481,13800,15709,15232,10184.540220991104,4556.1792668504795,2669.1072892084712,4751.618226759243,947.3904476599488,4504.693453806072,11204.32128994439,5925.093753236919
13995,14876,16589,15480,11056.358584621681,4954.163905744032,2884.594243510526,4867.601945447868,936.077004684328,4753.56958479526,11835.42286427636,5662.846291967589
10608,15225,15990,16029,11278.26081099762,6415.179176955464,2946.574610218642,4162.696216747255,998.100602008952,4585.769338066037,11404.31823516015,5431.803185837125
13635,14892,14951,15249,10938.116212309993,4617.236864332897,2865.9002495325294,4457.603642237866,1087.0538033379396,4287.950666206018,10663.04520985747,6174.603799435233
18089,10798,14374,16606,7875.195077607317,3311.1675097764714,2069.286003305765,5793.751453734094,853.1026400418011,4128.217017904577,10245.767586155069,7504.992184476497
11976,13969,18145,15863,10500.921248209997,6572.884942175754,2738.148288531071,4720.969285861096,730.7039480007154,5198.601851010084,12946.383552661984,4570.848403986834
12720,14768,14463,15722,10809.534159127845,5095.320665725063,2835.1714963880104,4314.284398695123,1121.6467255729488,4150.322038472438,10312.677198211371,6311.055533112314
14887,14698,15789,13325,10859.257940230858,3563.9721860250256,2849.3865151165255,4329.612990276515,989.1826826034194,4524.904543443748,11264.102030978636,5430.218402728918
15330,15567,17480,10495,11646.448309632899,2629.8166858898076,3055.4615010603993,3864.6405756243694,864.4555963771103,5002.844895475571,12477.145954397489,4017.0395786431245
14712,15561,15323,13665,11463.347295545855,3542.8101125354538,3003.315055912778,4331.328119623264,1094.1125421527836,4391.205331211375,10931.762949947597,5790.23555234762
17234,11558,13005,17170,8347.330473046095,3558.842884578988,2196.9003001965402,5473.6103295375915,1013.1068088620502,3737.69691458297,9267.326180519305,8140.6526732925895
15588,15105,15691,14500,11151.626414907802,3532.572127592115,2914.9885253856364,4853.481764557527,1039.1872138539431,4496.405334779987,11194.571757056721,6121.715293636879
